,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,FIPS
34940,SD,57104,MINNEHAHA,46099
34942,WA,98258,SNOHOMISH,53061
34943,WI,53110,MILWAUKEE,55079
34946,NY,11520,NASSAU,36059
34949,OK,73018,GRADY,40051
34950,TX,75904,ANGELINA,48005
34953,MO,64114,JACKSON,29095
34956,LA,70508,LAFAYETTE,22055
34960,OR,97330,BENTON,41053
34963,AZ,85225,MARICOPA,4013
34966,KY,40258,JEFFERSON,21215
34970,FL,32726,LAKE,12095
34976,FL,33919,LEE,12071
34977,MS,39367,WAYNE,28153
34978,GA,30066,COBB,13067
34981,NC,28677,IREDELL,37097
34984,WA,98532,LEWIS,53041
34986,TX,75043,DALLAS,48113
34992,CA,93010,VENTURA,6111
34993,MI,48867,SHIAWASSEE,26155
34994,AL,36201,CALHOUN,1015
34998,GA,30214,FAYETTE,13113
35000,OK,74136,TULSA,40145
35003,WV,25637,LOGAN,54045
35004,ME,4073,YORK,23031
35005,AZ,85306,MARICOPA,4013
35008,CA,93306,KERN,6029
35013,NJ,8070,SALEM,34033
35014,FL,32168,VOLUSIA,12127
35015,CA,95695,YOLO,6113
35016,RI,2914,PROVIDENCE,44007
35017,WA,98902,YAKIMA,53077
35018,CT,6040,HARTFORD,9003
35023,MD,21229,BALTIMORE CITY,24510
35024,FL,34292,SARASOTA,12115
35025,NC,28001,STANLY,37167
35026,MI,48910,INGHAM,26065
35031,GA,30014,NEWTON,13217
35034,WA,98686,CLARK,53011
35036,WV,25504,CABELL,54011
35039,FL,33626,HILLSBOROUGH,12057
35044,VA,23707,PORTSMOUTH CITY,51740
35045,NY,11215,KINGS,36047
35047,NM,87105,BERNALILLO,35001
35049,KY,40219,JEFFERSON,21215
35053,ID,83704,ADA,16001
35058,TX,79701,MIDLAND,48329
35059,CO,80538,LARIMER,8069
35061,FL,32708,SEMINOLE,12127
35063,OH,43302,MARION,39117
35065,VA,23834,COLONIAL HEIGHTS CITY,51570
35066,SC,29532,DARLINGTON,45031
35069,OK,74074,PAYNE,40119
35070,OR,97305,MARION,41047
35071,GA,30127,COBB,13067
35074,ID,83709,ADA,16001
35079,CO,80003,JEFFERSON,8059
35081,MI,48661,OGEMAW,26129
35083,PA,18235,CARBON,42079
35087,TX,77092,HARRIS,48201
35090,FL,33823,POLK,12105
35091,GA,30601,CLARKE,13059
35096,IN,47807,VIGO,18167
35097,MI,49221,LENAWEE,26091
35100,KY,41230,LAWRENCE,21159
35101,KY,40220,JEFFERSON,21215
35105,UT,84107,SALT LAKE,49035
35107,CA,95540,HUMBOLDT,6023
35109,NY,10128,NEW YORK,36061
35110,GA,30542,HALL,13311
35112,NC,28540,ONSLOW,37133
35114,TN,37160,BEDFORD,47127
35116,AL,36305,HOUSTON,1069
35117,WA,98531,LEWIS,53041
35119,LA,70811,EAST BATON ROUGE,22033
35121,OH,43214,FRANKLIN,39129
35126,NC,28328,SAMPSON,37163
35127,CA,93420,SAN LUIS OBISPO,6079
35128,AR,72501,INDEPENDENCE,5063
35130,OK,73069,CLEVELAND,40027
35134,KS,67401,SALINE,20169
35135,NY,10473,BRONX,36005
35138,SC,29365,SPARTANBURG,45083
35140,AR,72801,POPE,5115
35141,OR,97225,WASHINGTON,41067
35143,TX,76051,TARRANT,48439
35145,FL,33904,LEE,12071
35146,MT,59601,LEWIS AND CLARK,30049
35147,LA,70380,SAINT MARY,22101
35148,VA,23831,CHESTERFIELD,51041
35151,WI,53222,MILWAUKEE,55079
35154,GA,30052,WALTON,13297
35155,WA,98374,PIERCE,53053
35156,CA,92691,ORANGE,6059
35158,OH,43119,FRANKLIN,39129
35163,CA,93436,SANTA BARBARA,6083
35165,OK,73120,OKLAHOMA,40109
35167,TX,77030,HARRIS,48201
35170,NV,89436,WASHOE,32031
35171,WA,99352,BENTON,53005
35173,NC,27587,WAKE,37183
35174,OH,43040,UNION,39159
35175,CA,90027,LOS ANGELES,6037
35179,CO,80033,JEFFERSON,8059
35181,WA,98036,SNOHOMISH,53061
35182,TX,76801,BROWN,48049
35184,MS,39465,FORREST,28035
35187,TN,37321,RHEA,47143
35188,CA,95205,SAN JOAQUIN,6077
35189,NY,14020,GENESEE,36073
35193,SC,29360,LAURENS,45059
35194,MI,48187,WAYNE,26163
35195,WA,98444,PIERCE,53053
35196,MO,64014,JACKSON,29095
35199,CO,80233,ADAMS,8005
35205,AL,35235,JEFFERSON,1073
35210,IN,46142,JOHNSON,18109
35213,KY,40906,KNOX,21235
35214,NC,28092,LINCOLN,37109
35215,GA,30121,BARTOW,13057
35220,NJ,8080,GLOUCESTER,34015
35222,FL,32724,VOLUSIA,12127
35223,UT,84604,UTAH,49049
35225,TX,76086,PARKER,48367
35228,TX,77071,HARRIS,48201
35231,NJ,8055,BURLINGTON,34021
35235,CA,92562,RIVERSIDE,6065
35238,SC,29485,DORCHESTER,45015
35241,WA,98908,YAKIMA,53077
35242,AR,72032,FAULKNER,5145
35246,FL,33948,CHARLOTTE,12015
35248,WV,26041,MARSHALL,54051
35251,CT,6401,NEW HAVEN,9009
35252,OH,43213,FRANKLIN,39129
35257,SC,29615,GREENVILLE,45045
35261,GA,31520,GLYNN,13127
35262,PA,19141,PHILADELPHIA,42101
35263,NY,11706,SUFFOLK,36103
35264,CA,93536,LOS ANGELES,6037
35268,VA,22980,WAYNESBORO CITY,51820
35269,NC,27577,JOHNSTON,37101
35273,NY,11801,NASSAU,36059
35276,TX,78130,COMAL,48091
35279,VA,24502,LYNCHBURG CITY,51680
35280,FL,32905,BREVARD,12009
35282,AL,35150,TALLADEGA,1121
35283,FL,33470,PALM BEACH,12099
35284,PA,16148,MERCER,42085
35286,TN,37388,COFFEE,47127
35288,FL,32701,SEMINOLE,12127
35290,WV,25414,JEFFERSON,54037
35291,CA,91436,LOS ANGELES,6037
35295,OR,97502,JACKSON,41033
35297,CT,6492,NEW HAVEN,9009
35298,PA,19056,BUCKS,42017
35301,WA,98382,CLALLAM,53009
35303,AL,35758,MADISON,1089
35305,IN,47403,MONROE,18105
35307,CA,95822,SACRAMENTO,6067
35310,TN,38478,GILES,47103
35311,UT,84119,SALT LAKE,49035
35313,CA,92683,ORANGE,6059
35315,MI,48912,INGHAM,26065
35320,CT,6226,WINDHAM,9015
35321,TN,37312,BRADLEY,47139
35324,AR,72601,BOONE,5009
35326,KS,67212,SEDGWICK,20173
35328,MA,2740,BRISTOL,25005
35331,NY,10011,NEW YORK,36061
35332,TN,37743,GREENE,47179
35335,CT,6514,NEW HAVEN,9009
35336,OH,43606,LUCAS,39095
35338,NH,3053,ROCKINGHAM,33015
35340,TX,78247,BEXAR,48029
35343,GA,30080,COBB,13067
35346,MS,39402,FORREST,28035
35349,PA,19015,DELAWARE,42045
35351,CA,93906,MONTEREY,6053
35352,NV,89131,CLARK,32003
35353,IN,46952,GRANT,18053
35356,NY,10028,NEW YORK,36061
35357,NC,27407,GUILFORD,37081
35361,KY,42501,PULASKI,21199
35363,TX,78550,CAMERON,48061
35366,CA,95301,MERCED,6047
35368,CA,95376,SAN JOAQUIN,6077
35369,OR,97233,MULTNOMAH,41051
35371,KY,40324,SCOTT,21209
35372,MD,20646,CHARLES,24017
35374,DE,19971,SUSSEX,10005
35375,FL,33624,HILLSBOROUGH,12057
35380,KS,66062,JOHNSON,20091
35383,CA,92201,RIVERSIDE,6065
35386,WI,53511,ROCK,55105
35388,OH,44035,LORAIN,39103
35390,OK,74820,PONTOTOC,40123
35391,FL,33414,PALM BEACH,12099
35392,GA,30907,COLUMBIA,13073
35395,PA,17402,YORK,42133
35396,PA,15068,WESTMORELAND,42129
35397,FL,34231,SARASOTA,12115
35398,OH,45231,HAMILTON,39061
35400,OH,45219,HAMILTON,39061
35402,WV,25401,BERKELEY,54003
35405,NY,10029,NEW YORK,36061
35406,NC,28115,IREDELL,37097
35409,AZ,85050,MARICOPA,4013
35412,OH,45403,MONTGOMERY,39135
35415,WA,99202,SPOKANE,53063
35418,TX,78223,BEXAR,48029
35421,KY,40965,BELL,21051
35423,NC,27573,PERSON,37145
35424,FL,33428,PALM BEACH,12099
35425,CA,95204,SAN JOAQUIN,6077
35426,KY,40504,FAYETTE,21067
35430,CT,6451,NEW HAVEN,9009
35431,PA,18505,LACKAWANNA,42069
35436,TN,37091,MARSHALL,47117
35438,NY,10457,BRONX,36005
35441,FL,33406,PALM BEACH,12099
35442,GA,30161,FLOYD,13115
35444,IL,62948,WILLIAMSON,17199
35445,AL,35805,MADISON,1089
35447,SC,29607,GREENVILLE,45045
35451,PA,19401,MONTGOMERY,42091
35453,WA,99362,WALLA WALLA,53071
35454,NY,11234,KINGS,36047
35456,CA,94903,MARIN,6041
35458,AR,72205,PULASKI,5119
35460,AL,36619,MOBILE,1097
35462,GA,31061,BALDWIN,13319
35463,MI,48843,LIVINGSTON,26093
35466,OH,44708,STARK,39151
35470,VA,23229,HENRICO,51087
35472,CA,90048,LOS ANGELES,6037
35476,CO,80127,JEFFERSON,8059
35478,OK,74953,LE FLORE,40079
35479,TX,77018,HARRIS,48201
35482,TN,37857,HAWKINS,47073
35484,TN,37130,RUTHERFORD,47149
35487,TX,77301,MONTGOMERY,48339
35490,AL,35957,MARSHALL,1095
35492,TX,75482,HOPKINS,48223
35493,AR,72903,SEBASTIAN,5131
35494,TX,76048,HOOD,48367
35496,AR,72756,BENTON,5007
35499,UT,84403,WEBER,49057
35500,TX,76710,MCLENNAN,48309
35501,SC,29440,GEORGETOWN,45043
35503,PA,19133,PHILADELPHIA,42101
35504,UT,84084,SALT LAKE,49035
35506,GA,31201,BIBB,13021
35510,FL,33880,POLK,12105
35511,IN,46410,LAKE,18089
35513,TX,77502,HARRIS,48201
35516,TX,76021,TARRANT,48439
35518,FL,33446,PALM BEACH,12099
35519,FL,32804,ORANGE,12095
35522,NY,10310,RICHMOND,36085
35523,CA,94928,SONOMA,6097
35524,MS,39648,PIKE,28113
35526,FL,33411,PALM BEACH,12099
35527,OK,74804,POTTAWATOMIE,40133
35529,MD,21220,BALTIMORE,24005
35533,OH,43068,FRANKLIN,39129
35538,CA,95336,SAN JOAQUIN,6077
35539,WV,26101,WOOD,54107
35540,LA,70123,JEFFERSON,22051
35542,AL,36608,MOBILE,1097
35544,TX,78249,BEXAR,48029
35547,CT,6082,HARTFORD,9003
35552,OH,43081,FRANKLIN,39129
35557,LA,70806,EAST BATON ROUGE,22033
35559,CO,81001,PUEBLO,8101
35560,WI,53081,SHEBOYGAN,55131
35562,OR,97355,LINN,41043
35564,TX,77002,HARRIS,48201
35567,OH,44505,MAHONING,39099
35570,LA,71111,BOSSIER,22119
35572,MA,1453,WORCESTER,25027
35573,CA,90731,LOS ANGELES,6037
35577,TN,37841,SCOTT,47151
35578,OH,44312,SUMMIT,39153
35580,MN,55902,OLMSTED,27109
35582,NC,28112,UNION,37179
35583,FL,32570,SANTA ROSA,12113
35584,MA,1040,HAMPDEN,25013
35586,AZ,85748,PIMA,4019
35589,NC,27292,DAVIDSON,37057
35591,PA,15650,WESTMORELAND,42129
35592,MO,63010,JEFFERSON,29099
35596,SC,29169,LEXINGTON,45063
35600,LA,70047,SAINT CHARLES,22089
35601,TN,37923,KNOX,47093
35605,CA,95062,SANTA CRUZ,6087
35606,IN,47711,VANDERBURGH,18163
35607,AL,35768,JACKSON,1071
35609,NY,10456,BRONX,36005
35612,TN,37801,BLOUNT,47009
35614,OK,73034,OKLAHOMA,40109
35616,KY,40977,BELL,21051
35618,WI,54601,LA CROSSE,55063
35619,GA,30721,WHITFIELD,13313
35620,MI,48336,OAKLAND,26125
35623,TX,77662,ORANGE,48361
35624,DE,19805,NEW CASTLE,10003
35625,NJ,8105,CAMDEN,34007
35627,TX,75460,LAMAR,48277
35628,CA,95819,SACRAMENTO,6067
35631,UT,84003,UTAH,49049
35633,NY,12754,SULLIVAN,36105
35635,CA,93551,LOS ANGELES,6037
35639,SC,29301,SPARTANBURG,45083
35641,AZ,85743,PIMA,4019
35644,WV,26003,OHIO,54069
35645,AR,72143,WHITE,5145
35646,MI,48439,GENESEE,26087
35653,NC,27215,ALAMANCE,37001
35657,IN,46016,MADISON,18095
35659,MS,39120,ADAMS,28063
35660,TX,75231,DALLAS,48113
35666,OH,43725,GUERNSEY,39059
35667,TN,38301,MADISON,47113
35668,TN,37931,KNOX,47093
35672,TX,75149,DALLAS,48113
35678,FL,34420,MARION,12083
35681,TN,37766,CAMPBELL,47013
35682,PA,15701,INDIANA,42063
35684,CA,93105,SANTA BARBARA,6083
35686,WA,98405,PIERCE,53053
35687,CA,92020,SAN DIEGO,6073
35688,GA,30132,PAULDING,13223
35689,FL,32751,ORANGE,12095
35692,MI,48111,WAYNE,26163
35693,MO,63028,JEFFERSON,29099
35697,GA,30024,GWINNETT,13135
35701,CA,94509,CONTRA COSTA,6013
35702,WI,54220,MANITOWOC,55071
35704,CA,95678,PLACER,6061
35706,GA,30265,COWETA,13077
35709,IN,47129,CLARK,18175
35712,IN,47933,MONTGOMERY,18107
35713,MI,48075,OAKLAND,26125
35716,NC,28803,BUNCOMBE,37021
35721,PA,17701,LYCOMING,42081
35724,CT,6037,HARTFORD,9003
35729,CT,6360,NEW LONDON,9015
35732,IA,50317,POLK,19153
35735,NC,27893,WILSON,37195
35736,CA,92530,RIVERSIDE,6065
35739,PA,16335,CRAWFORD,42121
35743,NJ,8723,OCEAN,34029
35744,TN,37064,WILLIAMSON,47187
35745,VA,23112,CHESTERFIELD,51041
35748,FL,34470,MARION,12083
35751,FL,34997,MARTIN,12085
35753,NM,87107,BERNALILLO,35001
35755,FL,33759,PINELLAS,12103
35756,NC,27704,DURHAM,37063
35759,CA,91016,LOS ANGELES,6037
35763,KY,40601,FRANKLIN,21239
35764,CA,93711,FRESNO,6019
35770,IN,47714,VANDERBURGH,18163
35771,CO,81501,MESA,8077
35772,SC,29577,HORRY,45051
35774,MI,49048,KALAMAZOO,26077
35777,MI,48221,WAYNE,26163
35778,FL,34952,SAINT LUCIE,12111
35779,PA,19146,PHILADELPHIA,42101
35780,LA,71118,CADDO,22017
35782,PA,19007,BUCKS,42017
35785,CA,94553,CONTRA COSTA,6013
35786,GA,30040,FORSYTH,13117
35787,OH,45030,HAMILTON,39061
35789,OH,43015,DELAWARE,39041
35793,IN,46234,MARION,18097
35794,GA,30224,SPALDING,13255
35795,GA,31211,BIBB,13021
35799,NY,11375,QUEENS,36081
35800,IN,46140,HANCOCK,18059
35803,GA,30655,WALTON,13297
35804,FL,33304,BROWARD,12011
35806,CA,92111,SAN DIEGO,6073
35807,PA,15205,ALLEGHENY,42003
35812,CA,93446,SAN LUIS OBISPO,6079
35813,PA,17331,YORK,42133
35814,OR,97322,LINN,41043
35816,NC,28027,CABARRUS,37179
35820,IL,62702,SANGAMON,17167
35821,GA,31545,WAYNE,13305
35822,CA,94596,CONTRA COSTA,6013
35823,FL,32119,VOLUSIA,12127
35824,MA,1085,HAMPDEN,25013
35826,MD,21001,HARFORD,24025
35827,FL,32091,BRADFORD,12019
35828,KY,40503,FAYETTE,21067
35832,TN,37066,SUMNER,47165
35833,VA,20110,MANASSAS CITY,51685
35834,CT,6516,NEW HAVEN,9009
35835,GA,30013,ROCKDALE,13247
35837,CA,90211,LOS ANGELES,6037
35841,TX,75063,DALLAS,48113
35847,AZ,85745,PIMA,4019
35850,AZ,85015,MARICOPA,4013
35853,NJ,7109,ESSEX,34013
35856,AZ,86326,YAVAPAI,4025
35857,OH,45150,CLERMONT,39025
35860,NJ,8527,OCEAN,34029
35861,OH,43026,FRANKLIN,39129
35866,FL,33950,CHARLOTTE,12015
35868,WA,98366,KITSAP,53035
35870,OR,97603,KLAMATH,41035
35871,FL,33012,MIAMI-DADE,12086
35873,TX,75503,BOWIE,48037
35875,MD,21215,BALTIMORE CITY,24510
35876,FL,33062,BROWARD,12011
35878,WA,99205,SPOKANE,53063
35881,NJ,8731,OCEAN,34029
35882,WI,53545,ROCK,55105
35884,KY,40403,MADISON,21151
35886,WI,53095,WASHINGTON,55131
35888,UT,84102,SALT LAKE,49035
35890,FL,34748,LAKE,12095
35896,OR,97062,WASHINGTON,41067
35898,HI,96766,KAUAI,15007
35899,ME,4011,CUMBERLAND,23005
35903,OH,45239,HAMILTON,39061
35905,GA,30263,COWETA,13077
35908,OH,44601,STARK,39151
35912,NC,27705,DURHAM,37063
35915,TX,78681,WILLIAMSON,48491
35916,PA,17602,LANCASTER,42071
35918,GA,31602,LOWNDES,13185
35919,AR,72023,LONOKE,5117
35921,FL,32506,ESCAMBIA,12033
35922,WI,53151,WAUKESHA,55133
35923,FL,34685,PINELLAS,12103
35924,CA,93422,SAN LUIS OBISPO,6079
35925,FL,32835,ORANGE,12095
35928,DE,19713,NEW CASTLE,10003
35929,CA,92071,SAN DIEGO,6073
35930,OR,97236,MULTNOMAH,41051
35932,DE,19703,NEW CASTLE,10003
35933,HI,96817,HONOLULU,15003
35934,OH,44319,SUMMIT,39153
35936,FL,33462,PALM BEACH,12099
35937,FL,33069,BROWARD,12011
35939,FL,34446,CITRUS,12017
35940,OH,43616,LUCAS,39095
35942,WI,53142,KENOSHA,55059
35944,MD,21237,BALTIMORE,24005
35948,OH,45245,CLERMONT,39025
35951,PA,19335,CHESTER,42029
35955,FL,34654,PASCO,12101
35956,CA,92354,SAN BERNARDINO,6071
35957,MA,1440,WORCESTER,25027
35958,NJ,8505,BURLINGTON,34021
35962,AZ,85018,MARICOPA,4013
35965,NC,27804,NASH,37127
35967,CO,80134,DOUGLAS,8119
35971,NC,28401,NEW HANOVER,37129
35973,FL,34224,CHARLOTTE,12015
35975,WV,25661,MINGO,54059
35977,TX,77090,HARRIS,48201
35980,MD,21117,BALTIMORE,24005
35984,CA,93555,KERN,6029
35989,SC,29720,LANCASTER,45057
35991,NC,28752,MCDOWELL,37111
35993,VA,22031,FAIRFAX,51059
35998,UT,84057,UTAH,49049
36000,NY,14301,NIAGARA,36063
36002,TX,77081,HARRIS,48201
36005,NY,11580,NASSAU,36059
36008,IN,47274,JACKSON,18071
36010,LA,70791,EAST BATON ROUGE,22033
36012,OH,45211,HAMILTON,39061
36014,MA,2169,NORFOLK,25021
36017,PA,15301,WASHINGTON,42125
36018,CA,92373,SAN BERNARDINO,6071
36019,UT,84020,SALT LAKE,49035
36021,WI,53188,WAUKESHA,55133
36022,PA,19038,MONTGOMERY,42091
36024,PA,19446,MONTGOMERY,42091
36026,GA,30135,DOUGLAS,13097
36028,GA,30101,COBB,13067
36031,NY,13212,ONONDAGA,36067
36032,UT,84117,SALT LAKE,49035
36034,OK,74601,KAY,40113
36037,NC,28054,GASTON,37071
36039,NY,12601,DUTCHESS,36027
36041,IN,47302,DELAWARE,18065
36044,MI,49770,EMMET,26047
36045,AZ,85901,NAVAJO,4017
36046,FL,33773,PINELLAS,12103
36047,CT,6810,FAIRFIELD,9001
36049,TX,77093,HARRIS,48201
36052,NC,28150,CLEVELAND,37109
36056,GA,31210,BIBB,13021
36060,LA,70006,JEFFERSON,22051
36062,AZ,85704,PIMA,4019
36065,CA,95531,DEL NORTE,6015
36066,MO,63026,SAINT LOUIS,29189
36068,TX,79109,RANDALL,48381
36069,UT,84651,UTAH,49049
36071,TX,76201,DENTON,48497
36075,SC,29150,SUMTER,45085
36076,WI,53704,DANE,55049
36081,TX,77630,ORANGE,48361
36082,AZ,85234,MARICOPA,4013
36085,OH,43204,FRANKLIN,39129
36090,TN,38305,MADISON,47113
36091,AL,36117,MONTGOMERY,1101
36092,MI,48071,OAKLAND,26125
36095,FL,32536,OKALOOSA,12091
36098,WA,99336,BENTON,53005
36100,CO,80601,ADAMS,8005
36106,VA,22630,WARREN,51187
36107,IN,46012,MADISON,18095
36109,LA,71101,CADDO,22017
36111,MI,48507,GENESEE,26087
36118,IN,47802,VIGO,18167
36119,PA,17403,YORK,42133
36120,CA,91730,SAN BERNARDINO,6071
36121,FL,34761,ORANGE,12095
36124,FL,34285,SARASOTA,12115
36125,GA,30701,GORDON,13227
36127,CA,93030,VENTURA,6111
36128,MI,49442,MUSKEGON,26127
36131,FL,32809,ORANGE,12095
36134,IL,62301,ADAMS,17001
36135,TX,76015,TARRANT,48439
36137,WA,98203,SNOHOMISH,53061
36138,NY,11714,NASSAU,36059
36141,KY,40213,JEFFERSON,21215
36145,FL,32608,ALACHUA,12083
36151,AL,35476,TUSCALOOSA,1125
36152,CA,94611,ALAMEDA,6001
36155,VA,24301,PULASKI,51155
36156,AR,72450,GREENE,5055
36157,UT,84074,TOOELE,49045
36158,IL,60018,COOK,17031
36164,PA,19064,DELAWARE,42045
36166,IN,46143,JOHNSON,18109
36169,TX,77055,HARRIS,48201
36172,NY,10065,NEW YORK,36061
36173,MI,48126,WAYNE,26163
36174,AR,71854,MILLER,5091
36175,CA,91325,LOS ANGELES,6037
36179,PA,19152,PHILADELPHIA,42101
36180,MO,65775,HOWELL,29215
36182,GA,30064,COBB,13067
36185,PA,18104,LEHIGH,42077
36187,MI,48202,WAYNE,26163
36188,SC,29445,BERKELEY,45015
36191,CA,93309,KERN,6029
36196,NY,14616,MONROE,36055
36200,GA,31405,CHATHAM,13051
36202,PA,19406,MONTGOMERY,42091
36204,NH,3060,HILLSBOROUGH,33011
36208,NJ,8050,OCEAN,34029
36209,OH,44224,SUMMIT,39153
36211,NC,28043,RUTHERFORD,37161
36212,NY,14075,ERIE,36029
36215,CA,90035,LOS ANGELES,6037
36219,PA,19106,PHILADELPHIA,42101
36220,PA,15001,BEAVER,42007
36222,MO,64804,JASPER,29145
36224,FL,32958,INDIAN RIVER,12061
36225,PA,19136,PHILADELPHIA,42101
36226,GA,30060,COBB,13067
36229,TX,75243,DALLAS,48113
36235,CA,92543,RIVERSIDE,6065
36238,NY,14150,ERIE,36029
36241,CA,91335,LOS ANGELES,6037
36245,FL,34145,COLLIER,12021
36248,CT,6770,NEW HAVEN,9009
36249,NM,88310,OTERO,35035
36250,PA,15905,CAMBRIA,42021
36254,NC,28379,RICHMOND,37153
36256,CO,80013,ARAPAHOE,8005
36259,FL,32763,VOLUSIA,12127
36260,FL,32207,DUVAL,12089
36263,NC,28786,HAYWOOD,37087
36264,DE,19808,NEW CASTLE,10003
36265,AZ,85541,GILA,4007
36267,OK,73139,OKLAHOMA,40109
36269,OH,45102,CLERMONT,39025
36272,OK,74361,MAYES,40145
36275,OR,97527,JOSEPHINE,41033
36276,PA,19114,PHILADELPHIA,42101
36277,IN,46151,MORGAN,18109
36278,NC,28557,CARTERET,37031
36279,OH,43113,PICKAWAY,39129
36280,TN,38024,DYER,47053
36282,FL,32117,VOLUSIA,12127
36283,OH,43082,DELAWARE,39041
36287,MO,65109,COLE,29151
36289,FL,33432,PALM BEACH,12099
36290,MI,48346,OAKLAND,26125
36293,PA,19115,PHILADELPHIA,42101
36294,TN,37887,MORGAN,47129
36295,PA,19145,PHILADELPHIA,42101
36296,MI,48706,BAY,26017
36298,NY,12901,CLINTON,36033
36301,KY,40422,BOYLE,21137
36302,FL,32955,BREVARD,12009
36304,VA,22601,WINCHESTER CITY,51840
36305,NJ,7470,PASSAIC,34031
36307,FL,33772,PINELLAS,12103
36308,IL,61832,VERMILION,17183
36309,TN,37412,HAMILTON,47065
36313,VA,22401,FREDERICKSBURG CITY,51630
36314,NY,11214,KINGS,36047
36316,CA,95207,SAN JOAQUIN,6077
36317,CT,6062,HARTFORD,9003
36322,TN,37745,GREENE,47179
36325,AR,72703,WASHINGTON,5143
36326,PA,17603,LANCASTER,42071
36328,MD,20678,CALVERT,24009
36329,FL,33813,POLK,12105
36330,KY,40509,FAYETTE,21067
36334,OR,97301,MARION,41047
36335,FL,32626,LEVY,12083
36337,LA,71360,RAPIDES,22079
36338,MO,65613,POLK,29167
36339,MS,39564,JACKSON,28059
36340,SC,29307,SPARTANBURG,45083
36342,WA,98057,KING,53033
36345,NY,11010,NASSAU,36059
36348,AL,35148,WALKER,1127
36350,PA,19116,PHILADELPHIA,42101
36351,NV,89431,WASHOE,32031
36352,ID,83706,ADA,16001
36357,WI,53220,MILWAUKEE,55079
36360,ID,83501,NEZ PERCE,16069
36361,MN,55429,HENNEPIN,27171
36364,PA,16601,BLAIR,42013
36368,PA,17050,CUMBERLAND,42041
36371,GA,30274,CLAYTON,13113
36375,FL,33073,BROWARD,12011
36377,LA,71105,CADDO,22017
36379,KY,40769,WHITLEY,21235
36380,RI,2816,KENT,44003
36382,TX,77022,HARRIS,48201
36385,MA,2601,BARNSTABLE,25001
36387,NY,10035,NEW YORK,36061
36388,CA,95361,STANISLAUS,6099
36389,OK,73115,OKLAHOMA,40109
36391,ME,4210,ANDROSCOGGIN,23001
36394,IN,47170,SCOTT,18143
36396,KY,40356,JESSAMINE,21239
36398,OH,44870,ERIE,39077
36401,SC,29505,FLORENCE,45041
36404,IN,47591,KNOX,18083
36405,FL,33980,CHARLOTTE,12015
36407,FL,32505,ESCAMBIA,12033
36408,CA,95993,SUTTER,6101
36409,OR,97124,WASHINGTON,41067
36411,CT,6790,LITCHFIELD,9005
36413,MO,65203,BOONE,29019
36416,FL,32707,SEMINOLE,12127
36418,NY,14606,MONROE,36055
36422,FL,33435,PALM BEACH,12099
36423,UT,84067,WEBER,49057
36424,NC,27834,PITT,37147
36425,GA,30125,POLK,13233
36426,AL,35661,COLBERT,1059
36428,CA,93727,FRESNO,6019
36434,MI,48092,MACOMB,26099
36437,FL,33905,LEE,12071
36438,FL,34116,COLLIER,12021
36441,CA,92660,ORANGE,6059
36443,IN,46368,PORTER,18127
36444,CA,92284,SAN BERNARDINO,6071
36445,MO,64506,BUCHANAN,29021
36446,CA,94590,SOLANO,6095
36448,CT,6450,NEW HAVEN,9009
36449,FL,32217,DUVAL,12089
36452,TX,77076,HARRIS,48201
36455,GA,30134,DOUGLAS,13097
36457,TN,37207,DAVIDSON,47037
36462,FL,32246,DUVAL,12089
36465,VA,23452,VIRGINIA BEACH CITY,51810
36466,KY,42141,BARREN,21099
36468,NY,14304,NIAGARA,36063
36470,OK,74017,ROGERS,40131
36473,FL,33441,BROWARD,12011
36475,HI,96732,MAUI,15009
36476,IN,46013,MADISON,18095
36478,LA,70570,SAINT LANDRY,22097
36480,AL,36301,HOUSTON,1069
36481,OK,73108,OKLAHOMA,40109
36483,FL,32211,DUVAL,12089
36486,MD,21804,WICOMICO,24045
36488,OH,43223,FRANKLIN,39129
36493,MI,48066,MACOMB,26099
36496,CA,91942,SAN DIEGO,6073
36497,FL,33139,MIAMI-DADE,12086
36499,SC,29690,GREENVILLE,45045
36503,TN,37807,UNION,47173
36504,WV,25304,KANAWHA,54039
36509,MI,48302,OAKLAND,26125
36512,GA,30680,BARROW,13297
36515,FL,33702,PINELLAS,12103
36516,IN,46514,ELKHART,18113
36520,CA,93940,MONTEREY,6053
36521,CA,90706,LOS ANGELES,6037
36525,NJ,7753,MONMOUTH,34025
36527,CO,80401,JEFFERSON,8059
36529,TX,76104,TARRANT,48439
36531,FL,33351,BROWARD,12011
36533,WA,98002,KING,53033
36536,CA,92392,SAN BERNARDINO,6071
36537,AL,35630,LAUDERDALE,1077
36539,FL,32927,BREVARD,12009
36541,OR,97222,CLACKAMAS,41005
36544,LA,70601,CALCASIEU,22019
36547,AZ,85023,MARICOPA,4013
36550,PA,17201,FRANKLIN,42055
36552,NY,10309,RICHMOND,36085
36553,CA,95051,SANTA CLARA,6085
36554,NY,14221,ERIE,36029
36557,GA,31093,HOUSTON,13153
36559,MI,48640,MIDLAND,26111
36560,NC,27284,FORSYTH,37067
36563,FL,34957,MARTIN,12085
36565,CA,92120,SAN DIEGO,6073
36566,AR,72116,PULASKI,5119
36568,CT,6457,MIDDLESEX,9007
36570,CA,94115,SAN FRANCISCO,6075
36572,MI,48038,MACOMB,26099
36575,DE,19711,NEW CASTLE,10003
